stop_id,stop_code,stop_name,stop_lat,stop_lon,stop_url,location_type,parent_station,wheelchair_boarding
P.6660419,,"Llacuna",41.399425,2.197712,,1,,
1.420,420,"Bogatell",41.395107,2.192012,,0,P.6660420,1
E.42001,,"Pujades / Pere IV",41.394884,2.191566,,2,P.6660420,2
E.42011,,"Pujades",41.395487,2.192628,,2,P.6660420,1
P.6660420,,"Bogatell",41.395107,2.192012,,1,,
1.421,421,"Ciutadella | Vila Olímpica",41.386687,2.192991,,0,P.6660421,2
E.42101,,"Avinguda Icària",41.387903,2.193414,,2,P.6660421,2
E.42102,,"Zoo",41.388155,2.193054,,2,P.6660421,2
P.6660421,,"Ciutadella | Vila Olímpica",41.386687,2.192991,,1,,
1.422,422,"Barceloneta",41.381811,2.184787,,0,P.6660422,1
E.42201,,"Plaça Pau Vila",41.382368,2.185819,,2,P.6660422,1
P.6660422,,"Barceloneta",41.381811,2.184787,,1,,
1.423,423,"Jaume I",41.384126,2.178531,,0,P.6660423,2
E.42301,,"Plaça de l'Àngel",41.383828,2.178427,,2,P.6660423,1
E.42311,,"Argenteria",41.383772,2.179184,,2,P.6660423,2
P.6660423,,"Jaume I",41.384126,2.178531,,1,,
1.426,426,"Girona",41.39492,2.170825,,0,P.6660426,1
E.42601,,"Consell de Cent",41.394835,2.170834,,2,P.6660426,1
E.42602,,"Girona",41.394666,2.171437,,2,P.6660426,2
P.6660426,,"Girona",41.39492,2.170825,,1,,
1.427,427,"Verdaguer",41.400365,2.16806,,0,P.6660427,2
1.522,522,"Verdaguer",41.398952,2.167089,,0,P.6660427,2
E.42701,,"Passeig Sant Joan",41.399897,2.168743,,2,P.6660427,2
E.52201,,"Bailèn",41.399079,2.167444,,2,P.6660427,2
E.52211,,"Avinguda Diagonal",41.398461,2.166191,,2,P.6660427,2
E.52212,,"Girona",41.398684,2.166127,,2,P.6660427,2
P.6660427,,"Verdaguer",41.400365,2.16806,,1,,
1.428,428,"Joanic",41.406427,2.163225,,0,P.6660428,1
E.42801,,"Escorial",41.406025,2.162898,,2,P.6660428,1
E.42802,,"Pi i Margall",41.405736,2.163178,,2,P.6660428,2
P.6660428,,"Joanic",41.406427,2.163225,,1,,
1.429,429,"Alfons X",41.412377,2.166382,,0,P.6660429,1
E.42901,,"Ronda Guinardó",41.412396,2.166512,,2,P.6660429,1
E.42902,,"Lepant",41.411948,2.166927,,2,P.6660429,2
E.42903,,"Plaça Alfons el Savi",41.412068,2.165087,,2,P.6660429,2
P.6660429,,"Alfons X",41.412377,2.166382,,1,,
1.430,430,"Guinardó | Hospital de Sant Pau ",41.415962,2.173989,,0,P.6660430,1
E.43001,,"Sant Quintí",41.41602,2.174486,,2,P.6660430,1
E.43012,,"Hospital de Sant Pau",41.415769,2.174418,,2,P.6660430,1
P.6660430,,"Guinardó | Hospital de Sant Pau ",41.415962,2.173989,,1,,
1.431,431,"Maragall",41.423104,2.177397,,0,P.6660431,2
1.528,528,"Maragall",41.425045,2.176485,,0,P.6660431,2
E.43101,,"Ronda Guinardó",41.422483,2.177379,,2,P.6660431,2
E.52801,,"Ramon Albó",41.424473,2.177164,,2,P.6660431,2
E.52811,,"Avinguda Borbó",41.4257,2.176063,,2,P.6660431,2
E.52812,,"Prat d'en Roquer",41.425508,2.176461,,2,P.6660431,2
P.6660431,,"Maragall",41.423104,2.177397,,1,,
1.432,432,"Llucmajor",41.436985,2.173343,,0,P.6660432,1
E.43201,,"Passeig Verdum / Llucmajor",41.437617,2.173896,,2,P.6660432,1
E.43202,,"Plaça Jardins d'Alfàbia",41.437115,2.173829,,2,P.6660432,2
E.43211,,"Pi i Molist",41.43674,2.17288,,2,P.6660432,2
P.6660432,,"Llucmajor",41.436985,2.173343,,1,,
1.433,433,"Via Júlia",41.44373,2.17855,,0,P.6660433,1
E.43301,,"Via Júlia / Joaquim Valls",41.444253,2.178897,,2,P.6660433,1
E.43311,,"Via Júlia / Argullós",41.443562,2.178599,,2,P.6660433,2
P.6660433,,"Via Júlia",41.44373,2.17855,,1,,
1.509,509,"Cornellà Centre",41.35729,2.070428,,0,P.6660509,1
E.50901,,"Plaça Estació",41.35735,2.069902,,2,P.6660509,1
P.6660509,,"Cornellà Centre",41.35729,2.070428,,1,,
1.510,510,"Gavarra",41.357993,2.079269,,0,P.6660510,1
E.51001,,"Lindavista",41.357767,2.078956,,2,P.6660510,1
E.51002,,"Plaça Tàrrega",41.35792,2.078852,,2,P.6660510,2
P.6660510,,"Gavarra",41.357993,2.079269,,1,,
1.511,511,"Sant Ildefons",41.363381,2.084393,,0,P.6660511,1
E.51101,,"Avinguda República Argentina",41.36339,2.083928,,2,P.6660511,2
E.51102,,"Mercat Sant Ildefons",41.36309,2.084097,,2,P.6660511,1
P.6660511,,"Sant Ildefons",41.363381,2.084393,,1,,
1.512,512,"Can Boixeres",41.366571,2.091506,,0,P.6660512,1
E.51201,,"Estronci",41.366106,2.090696,,2,P.6660512,1
P.6660512,,"Can Boixeres",41.366571,2.091506,,1,,
1.513,513,"Can Vidalet",41.371279,2.099445,,0,P.6660513,1
E.51301,,"Hortènsia",41.371463,2.099383,,2,P.6660513,2
E.51311,,"Maladeta",41.371968,2.099903,,2,P.6660513,1
P.6660513,,"Can Vidalet",41.371279,2.099445,,1,,
1.514,514,"Pubilla Cases",41.373838,2.107209,,0,P.6660514,1
E.51401,,"Avinguda Josep Molins",41.373509,2.10632,,2,P.6660514,1
E.51402,,"Esteve Grau",41.37349,2.106872,,2,P.6660514,2
E.51411,,"Doctor Ramon Solanich",41.374032,2.107925,,2,P.6660514,2
P.6660514,,"Pubilla Cases",41.373838,2.107209,,1,,
1.515,515,"Collblanc",41.375743,2.119195,,0,P.6660515,1
1.916,916,"Collblanc",41.376056,2.118397,,0,P.6660515,1
E.51501,,"Travessera de les Corts",41.37584,2.120434,,2,P.6660515,2
E.51502,,"Doctor Martí i Julià",41.375653,2.120625,,2,P.6660515,2
E.51511,,"Sant Ramon",41.375806,2.118369,,2,P.6660515,2
E.91601,,"Av. Sant Ramon",41.375869,2.118448,,2,P.6660515,1
P.6660515,,"Collblanc",41.376056,2.118397,,1,,
1.516,516,"Badal",41.375581,2.127402,,0,P.6660516,1
E.51601,,"Carrer de Sants",41.375618,2.128636,,2,P.6660516,2
E.51602,,"Carreras i Candi",41.375438,2.126221,,2,P.6660516,2
E.51611,,"Carrer de Sants / Arizala",41.375672,2.126032,,2,P.6660516,1
P.6660516,,"Badal",41.375581,2.127402,,1,,
1.519,519,"Entença",41.384467,2.145619,,0,P.6660519,1
E.51901,,"Rocafort",41.384964,2.146111,,2,P.6660519,1
E.51911,,"Entença",41.384122,2.145048,,2,P.6660519,2
P.6660519,,"Entença",41.384467,2.145619,,1,,
1.520,520,"Hospital Clínic",41.388608,2.151081,,0,P.6660520,1
E.52001,,"Villarroel",41.388867,2.151606,,2,P.6660520,2
E.52011,,"Comte d'Urgell",41.38834,2.150183,,2,P.6660520,2
E.52012,,"Rosselló",41.388395,2.150619,,2,P.6660520,1
P.6660520,,"Hospital Clínic",41.388608,2.151081,,1,,
1.524,524,"Sant Pau | Dos de Maig",41.410753,2.176016,,0,P.6660524,1
E.52401,,"Dos de Maig",41.411141,2.176365,,2,P.6660524,1
E.52411,,"Cartagena",41.410041,2.175706,,2,P.6660524,2
P.6660524,,"Sant Pau | Dos de Maig",41.410753,2.176016,,1,,
1.525,525,"Camp de l'Arpa",41.41506,2.181497,,0,P.6660525,1
E.52501,,"Passeig Maragall",41.414755,2.180955,,2,P.6660525,1
E.52511,,"Indústria",41.415282,2.1817,,2,P.6660525,2
P.6660525,,"Camp de l'Arpa",41.41506,2.181497,,1,,
1.527,527,"Congrés",41.42344,2.181186,,0,P.6660527,1
E.52701,,"Matanzas",41.423423,2.182114,,2,P.6660527,1
E.52711,,"Francesc Tàrrega",41.423557,2.180783,,2,P.6660527,2
P.6660527,,"Congrés",41.42344,2.181186,,1,,
1.529,529,"Virrei Amat",41.429703,2.174913,,0,P.6660529,1
E.52901,,"Pi i Molist",41.430464,2.174529,,2,P.6660529,2
E.52902,,"Fabra i Puig",41.430235,2.174078,,2,P.6660529,2
E.52903,,"Virrei Amat (muntanya)",41.430237,2.174763,,2,P.6660529,1
E.52911,,"Felip II / Virrei Amat",41.429204,2.17555,,2,P.6660529,2
E.52912,,"Virrei Amat (mar)",41.429372,2.174795,,2,P.6660529,2
P.6660529,,"Virrei Amat",41.429703,2.174913,,1,,
1.530,530,"Vilapicina",41.430465,2.167619,,0,P.6660530,1
E.53001,,"Canfranc",41.430571,2.167316,,2,P.6660530,2
E.53002,,"Cartellà",41.430351,2.166716,,2,P.6660530,2
E.53011,,"Passeig de les Palmeres",41.430326,2.168477,,2,P.6660530,1
E.53012,,"Teide",41.430552,2.168485,,2,P.6660530,1
P.6660530,,"Vilapicina",41.430465,2.167619,,1,,
1.531,531,"Horta",41.429692,2.159974,,0,P.6660531,1
E.53101,,"Plaça Eivissa",41.430111,2.16095,,2,P.6660531,2
E.53102,,"Tajo",41.429679,2.160968,,2,P.6660531,2
E.53111,,"Lisboa",41.429693,2.158815,,2,P.6660531,1
P.6660531,,"Horta",41.429692,2.159974,,1,,
1.532,532,"El Carmel",41.42445,2.155099,,0,P.6660532,1
E.53201,,"Plaça Pastrana",41.425539,2.156035,,2,P.6660532,1
E.53211,,"Llobregós",41.423286,2.154371,,2,P.6660532,2
E.53212,,"Mercat",41.423645,2.155015,,2,P.6660532,1
P.6660532,,"El Carmel",41.42445,2.155099,,1,,
1.533,533,"El Coll | La Teixonera",41.421997,2.148348,,0,P.6660533,1
E.53301,,"Passeig Mare de Déu del Coll",41.420999,2.150303,,2,P.6660533,1
E.53302,,"Beat Almató",41.419762,2.149433,,2,P.6660533,1
E.53311,,"Arenys",41.423288,2.147996,,2,P.6660533,1
P.6660533,,"El Coll | La Teixonera",41.421997,2.148348,,1,,
1.901,901,"Aeroport T1",41.288295,2.071152,,0,P.6660901,1
E.90101,,"Aeroport T1",41.288192,2.07121,,2,P.6660901,1
P.6660901,,"Aeroport T1",41.288295,2.071152,,1,,
1.903,903,"Aeroport T2",41.303823,2.073113,,0,P.6660903,1
E.90301,,"Aeroport T2",41.303921,2.07302,,2,P.6660903,1
P.6660903,,"Aeroport T2",41.303823,2.073113,,1,,
1.904,904,"Mas Blau",41.311225,2.073471,,0,P.6660904,1
E.90401,,"Avinguda de Les Garrigues / Alta Ribagorça",41.311866,2.073321,,2,P.6660904,1
P.6660904,,"Mas Blau",41.311225,2.073471,,1,,
1.905,905,"Parc Nou",41.316628,2.087929,,0,P.6660905,1
E.90501,,"Riu Llobregat / Riu Xúquer",41.316887,2.087374,,2,P.6660905,1
E.90511,,"Riu Llobregat / Riu Ebre",41.316411,2.088911,,2,P.6660905,2
P.6660905,,"Parc Nou",41.316628,2.087929,,1,,
1.906,906,"Cèntric",41.32225,2.093463,,0,P.6660906,1
E.90601,,"Plaça Catalunya",41.322542,2.09312,,2,P.6660906,1
E.90602,,"C. Lleida",41.321848,2.093831,,2,P.6660906,2
P.6660906,,"Cèntric",41.32225,2.093463,,1,,
1.907,907,"El Prat Estació",41.331993,2.089927,,0,P.6660907,1
E.90701,,"Doctor Soler i Torrens",41.331267,2.089933,,2,P.6660907,1
P.6660907,,"El Prat Estació",41.331993,2.089927,,1,,
1.909,909,"Les Moreres",41.329119,2.103073,,0,P.6660909,1
E.90901,,"Av. Verge de Montserrat / Ctra. de la Marina",41.328832,2.102664,,2,P.6660909,2
E.90902,,"Av. Verge de Montserrat / Les Moreres",41.329205,2.103481,,2,P.6660909,1
P.6660909,,"Les Moreres",41.329119,2.103073,,1,,
1.910,910,"Mercabarna",41.333485,2.111254,,0,P.6660910,1
E.91001,,"Carrer K / Carrer Transversal 6",41.333832,2.111971,,2,P.6660910,1
P.6660910,,"Mercabarna",41.333485,2.111254,,1,,
1.911,911,"Parc Logístic",41.341664,2.127401,,0,P.6660911,1
E.91101,,"Av. Parc Logístic / C. Número Un",41.341353,2.127134,,2,P.6660911,1
E.91102,,"Av. Parc Logístic / C. Número Vint-i-cinc",41.341697,2.128167,,2,P.6660911,2
P.6660911,,"Parc Logístic",41.341664,2.127401,,1,,
1.912,912,"Fira",41.351988,2.130452,,0,P.6660912,1
E.91201,,"Botànica + Accés NORD | EST",41.352079,2.130818,,2,P.6660912,1
E.91202,,"Accés SUD",41.352411,2.130161,,2,P.6660912,0
P.6660912,,"Fira",41.351988,2.130452,,1,,
1.913,913,"Europa | Fira",41.35756,2.125924,,0,P.6660913,1
E.91301,,"Fira Gran Via",41.356714,2.125841,,2,P.6660913,1
E.91311,,"Plaça Europa",41.357311,2.124527,,2,P.6660913,1
P.6660913,,"Europa | Fira",41.35756,2.125924,,1,,
1.914,914,"Can Tries | Gornal",41.360894,2.117993,,0,P.6660914,1
E.91401,,"Can Tries - Narcís de Monturiol",41.360636,2.118224,,2,P.6660914,1
P.6660914,,"Can Tries | Gornal",41.360894,2.117993,,1,,
1.932,932,"Onze de Setembre",41.429559,2.193564,,0,P.6660932,1
E.93201,,"Onze de Setembre",41.429849,2.193301,,2,P.6660932,1
P.6660932,,"Onze de Setembre",41.429559,2.193564,,1,,
1.933,933,"Bon Pastor",41.436203,2.205294,,0,P.6660933,1
E.93301,,"Sant Adrià",41.436053,2.204732,,2,P.6660933,1
P.6660933,,"Bon Pastor",41.436203,2.205294,,1,,
1.934,934,"Llefià",41.44136,2.216906,,0,P.6660934,1
E.93401,,"Avinguda d'Amèrica",41.441306,2.217521,,2,P.6660934,1
E.93402,,"Avinguda d'Amèrica (mercat)",41.442168,2.217084,,2,P.6660934,1
E.93403,,"Ronda Sant Antoni",41.441106,2.21732,,2,P.6660934,1
P.6660934,,"Llefià",41.44136,2.216906,,1,,
1.935,935,"La Salut",41.442817,2.224737,,0,P.6660935,1
E.93501,,"Marquès de Sant Mori",41.442643,2.22423,,2,P.6660935,2
E.93502,,"Quevedo",41.442703,2.225044,,2,P.6660935,2
E.93503,,"Juan Valera",41.441486,2.223807,,2,P.6660935,1
E.93504,,"Austràlia",41.442219,2.223288,,2,P.6660935,2
P.6660935,,"La Salut",41.442817,2.224737,,1,,
1.940,940,"Can Peixauet",41.443986,2.210027,,0,P.6660940,1
E.94001,,"Avinguda Santa Coloma",41.44478,2.209696,,2,P.6660940,1
E.94002,,"Avinguda Banús Baixa",41.444219,2.210026,,2,P.6660940,2
P.6660940,,"Can Peixauet",41.443986,2.210027,,1,,
1.941,941,"Santa Rosa",41.44685,2.215809,,0,P.6660941,1
E.94101,,"Banús Baixa",41.446779,2.21557,,2,P.6660941,1
P.6660941,,"Santa Rosa",41.44685,2.215809,,1,,
1.943,943,"Església Major",41.454797,2.212177,,0,P.6660943,1
E.94301,,"Mossèn Camil Rossell",41.453886,2.211442,,2,P.6660943,1
P.6660943,,"Església Major",41.454797,2.212177,,1,,
1.944,944,"Singuerlín",41.459413,2.205429,,0,P.6660944,1
E.94401,,"Passatge de Salvatella",41.459606,2.205593,,2,P.6660944,1
P.6660944,,"Singuerlín",41.459413,2.205429,,1,,
1.945,945,"Can Zam",41.456666,2.198569,,0,P.6660945,1
E.94501,,"Francesc Macià",41.457568,2.198282,,2,P.6660945,1
P.6660945,,"Can Zam",41.456666,2.198569,,1,,
1.956,956,"Foc",41.356161,2.141804,,0,P.6660956,1
E.95601,,"Passeig de la Zona Franca",41.355655,2.142091,,2,P.6660956,1
E.95602,,"Foc",41.356221,2.14209,,2,P.6660956,1
P.6660956,,"Foc",41.356161,2.141804,,1,,
1.957,957,"Foneria",41.361099,2.138229,,0,P.6660957,1
E.95701,,"Foneria",41.360606,2.138368,,2,P.6660957,1
E.95702,,"Mercat de la Marina",41.360792,2.138773,,2,P.6660957,1
P.6660957,,"Foneria",41.361099,2.138229,,1,,
1.959,959,"Provençana",41.361354,2.1241,,0,P.6660959,1
E.95901,,"Aprestadora / Rosell",41.361608,2.124119,,2,P.6660959,1
P.6660959,,"Provençana",41.361354,2.1241,,1,,
1.1137,1137,"Casa de l'Aigua",41.451278,2.18484,,0,P.6661137,1
E.113701,,"Aiguablava",41.451261,2.185175,,2,P.6661137,1
P.6661137,,"Casa de l'Aigua",41.451278,2.18484,,1,,
1.1138,1138,"Torre Baró | Vallbona",41.459196,2.179884,,0,P.6661138,1
E.113801,,"Avinguda Escolapi Càncer",41.459296,2.180707,,2,P.6661138,1
E.113811,,"Sant Feliu de Codines",41.459306,2.179257,,2,P.6661138,1
P.6661138,,"Torre Baró | Vallbona",41.459196,2.179884,,1,,
1.1139,1139,"Ciutat Meridiana",41.460808,2.17465,,0,P.6661139,1
E.113901,,"Avinguda Rasos de Peguera",41.460895,2.174697,,2,P.6661139,1
P.6661139,,"Ciutat Meridiana",41.460808,2.17465,,1,,
1.1140,1140,"Can Cuiàs",41.462413,2.173059,,0,P.6661140,1
E.114001,,"Circumval·lació",41.462678,2.172743,,2,P.6661140,1
E.114011,,"Les Fustes",41.462831,2.173142,,2,P.6661140,1
P.6661140,,"Can Cuiàs",41.462413,2.173059,,1,,
1.9902,9902,"Parc de Montjuïc",41.368956,2.163269,,0,P.6669902,1
E.990201,,"Avinguda Miramar",41.368845,2.163094,,2,P.6669902,1
P.6669902,,"Parc de Montjuïc",41.368956,2.163269,,1,,
2.1.693411,1,"Almogàvers - Àvila",41.39948,2.19314,,0,,0
2.2.680249,2,"Av Icària - Àlaba",41.393104,2.198985,,0,,0
2.3.674788,3,"València - Muntaner",41.388546,2.157891,,0,,0
2.4.689821,4,"Mallorca - Balmes",41.391021,2.158732,,0,,0
2.6.675209,6,"Pl Universitat - Balmes",41.386942,2.164698,,0,,0
2.7.674433,7,"Pl Universitat",41.385907,2.16331,,0,,0
2.8.674595,8,"Pl de Carles Buïgas",41.371045,2.150118,,0,,0
2.12.675382,12,"Llinars - Santander",41.434755,2.207305,,0,,0
2.13.675380,13,"Sas - Claramunt",41.437591,2.204183,,0,,0
2.15.674538,15,"Via Favència - Almagro",41.44391,2.172055,,0,,0
2.16.675447,16,"Via Favència - Castor",41.44269,2.170198,,0,,0
2.17.674920,17,"Les Torres - Mina de la Ciutat",41.446651,2.17161,,0,,0
2.18.674651,18,"Antonio Machado - E M de Natació",41.444295,2.170505,,0,,0
2.20.674650,20,"Antonio Machado - Artesania",41.444385,2.170821,,0,,0
2.21.674475,21,"Palau Reial",41.385593,2.116137,,0,,0
2.22.674825,22,"Av República Argentina - Vallcarca",41.411365,2.143973,,0,,0
2.24.674648,24,"Ronda Guineueta Vella - Barri Canyelles",41.444325,2.165219,,0,,0
2.25.674649,25,"Ronda Guineueta Vella - Escola Deià",41.444835,2.167787,,0,,0
2.27.690647,27,"Metro Marina",41.394436,2.187549,,0,,0
2.28.681469,28,"Hospital Vall d'Hebron",41.426892,2.142992,,0,,0
2.29.675442,29,"Sant Genís dels Agudells - Natzaret",41.429197,2.13805,,0,,0
2.30.674866,30,"Sant Genís dels Agudells",41.42943,2.138145,,0,,0
2.31.675259,31,"Llull - Àlaba",41.39602,2.19552,,0,,0
2.34.690823,34,"Av Icària - Av Bogatell",41.393025,2.199318,,0,,0
2.36.690645,36,"Metro Marina",41.394153,2.187545,,0,,0
2.38.676833,38,"Marina - Ribes",41.397709,2.182932,,0,,0
2.39.693539,39,"Pg de Sant Joan - Alí-Bei",41.392553,2.178787,,0,,0
2.41.674471,41,"Diagonal - Doctor Fleming",41.39071,2.136322,,0,,0
2.42.676832,42,"Diagonal - L'Illa Diagonal",41.389623,2.13359,,0,,0
2.43.676644,43,"Pg  Zona Franca - Foneria",41.359826,2.139079,,0,,0
2.44.695313,44,"Pg  Zona Franca - Foc",41.356863,2.141539,,0,,0
2.47.691820,47,"Parc Sanitari Pere Virgili",41.416267,2.141929,,0,,0
2.48.674506,48,"Hospital Vall d'Hebron",41.42792,2.144165,,0,,0
2.51.674860,51,"Hospital Vall d'Hebron - Natzaret",41.429384,2.138266,,0,,0
2.52.674501,52,"Metro Montbau - Hospital Vall d'Hebron",41.430145,2.144497,,0,,0
2.54.676582,54,"Comte d'Urgell - Aragó",41.384574,2.155467,,0,,0
2.55.687729,55,"Pg de Gràcia - Aragó",41.3918,2.165503,,0,,0
2.56.674585,56,"Casanova - Aragó",41.386039,2.158017,,0,,0
2.58.676818,58,"Aribau - Aragó",41.387899,2.160079,,0,,0
2.59.674898,59,"Entença - Consell de Cent",41.380083,2.150088,,0,,0
2.60.675058,60,"Llúria - Aragó",41.393898,2.167925,,0,,0
2.61.695673,61,"Independència - Consell de Cent",41.40661,2.18503,,0,,0
2.63.690907,63,"Pg de Sant Joan - Aragó",41.397386,2.172391,,0,,0
2.64.693347,64,"Montserrat Roig - Lleó Fontova",41.362755,2.061772,,0,,0
2.65.691710,65,"Josep Tarradellas - Francesc Macià",41.391603,2.143749,,0,,0
2.69.685621,69,"Pg Sant Gervasi - Mas Yebra",41.412101,2.13819,,0,,0
2.70.675830,70,"Terré - Pl de Benet XV",41.406002,2.120596,,0,,0
2.71.675439,71,"Ronda de Dalt - Bellesguard",41.410479,2.126513,,0,,0
2.73.675440,73,"Josep Garí - Collserola",41.415725,2.135586,,0,,0
2.74.675415,74,"Benedetti - Ronda de Dalt",41.408844,2.124256,,0,,0
2.79.695088,79,"Aeroport - Terminal T2 AB",41.30293,2.075946,,0,,0
2.80.692816,80,"Aeroport - Terminal T2 B",41.30415,2.079326,,0,,0
2.81.692819,81,"Aeroport - Terminal T2 C",41.305032,2.081875,,0,,0
2.82.694772,82,"Tamariu - Palamós",41.449496,2.18543,,0,,0
2.83.679719,83,"Via Favència - Aiguablava",41.446461,2.18056,,0,,0
2.84.675595,84,"Av Santa Coloma - Francesc Moragas",41.448185,2.207882,,0,,0
2.85.685997,85,"Av Santa Coloma - Mossèn Jacint Verdaguer",41.445019,2.209515,,0,,0
2.88.675476,88,"Av Torreblanca - Av Generalitat",41.37607,2.056132,,0,,0
2.89.675478,89,"Av Torreblanca - Pla del Vent",41.379198,2.061323,,0,,0
2.90.675477,90,"Av Torreblanca - Rubió i Tudurí",41.377765,2.058948,,0,,0
2.91.682021,91,"Av Granvia - Miguel Hernández",41.352763,2.120214,,0,,0
2.92.681620,92,"Pl Europa",41.358353,2.126577,,0,,0
2.94.691306,94,"Diagonal - Balmes",41.395404,2.155382,,0,,0
2.95.690105,95,"Gran Via - Balmes",41.387854,2.165804,,0,,0
2.96.691794,96,"Mitre - Muntaner",41.403095,2.138465,,0,,0
2.97.676515,97,"Pg Sant Gervasi - Folgueroles",41.40938,2.13521,,0,,0
2.98.674789,98,"València - Balmes",41.390198,2.160081,,0,,0
2.99.685834,99,"Mitre - Saragossa",41.405398,2.14347,,0,,0
2.100.675632,100,"París - Enric Granados",41.393874,2.153649,,0,,0
2.103.675404,103,"Bisbe Català - Pl Pedralbes",41.396058,2.114509,,0,,0
2.105.689762,105,"Guipúscoa - Bac de Roda",41.41497,2.195547,,0,,0
2.106.676815,106,"Guipúscoa - Bac de Roda",41.415047,2.195057,,0,,0
2.108.691436,108,"Pl Espanya - FGC",41.374395,2.147976,,0,,0
2.109.674688,109,"Numància - Marquès de Sentmenat",41.384607,2.137456,,0,,0
2.110.688004,110,"Nicaragua - Josep Tarradellas",41.382902,2.141836,,0,,0
2.111.675592,111,"Pl del Bosc",41.469589,2.183906,,0,,0
2.112.690452,112,"Bifurcació - del Molí",41.471805,2.183416,,0,,0
2.113.676689,113,"Bifurcació - Pl Sant Joan",41.469622,2.180866,,0,,0
2.114.685237,114,"Bifurcació - Ctra Nacional 152",41.46694,2.178884,,0,,0
2.115.686598,115,"Ctra Nacional 152 - Bifurcació",41.467071,2.178991,,0,,0
2.116.675590,116,"Mina - del Molí",41.469157,2.180794,,0,,0
2.117.686036,117,"Av de la Ribera - Pl de la Ribera",41.476795,2.189,,0,,0
2.118.689793,118,"Bolívar - Ballester",41.409254,2.147712,,0,,0
2.119.692730,119,"Av de Vallcarca - Pl Lesseps",41.408598,2.148951,,0,,0
2.120.674630,120,"Riera de Cassoles - Rambla de Prat",41.401525,2.15123,,0,,0
2.121.674795,121,"Còrsega - Bailèn",41.401312,2.16559,,0,,0
2.122.674457,122,"Pl Mossèn Jacint Verdaguer",41.398881,2.16861,,0,,0
2.123.677959,123,"Arc de Triomf",41.391274,2.178718,,0,,0
2.125.674376,125,"Metro Tetuan",41.39379,2.174219,,0,,0
2.126.675094,126,"Mercat de la Concepció",41.396988,2.169109,,0,,0
2.127.675044,127,"Segre - Pl de Can Fabra",41.434573,2.192089,,0,,0
2.128.675386,128,"Segre - Pl Orfila",41.43575,2.191468,,0,,0
2.129.686554,129,"Av de Vallcarca - Ballester",41.409625,2.147621,,0,,0
2.130.675030,130,"Pg  Lluís Companys - Parc de la Ciutadella",41.389501,2.183528,,0,,0
2.133.675317,133,"Via Augusta - Pau Alcover",41.398431,2.125934,,0,,0
2.134.675835,134,"Pg Bonanova",41.399943,2.124038,,0,,0
2.136.674707,136,"Josep Tarradellas - Av de Sarrià",41.390958,2.144053,,0,,0
2.137.690549,137,"Floridablanca - Viladomat",41.378171,2.158158,,0,,0
2.138.692546,138,"València - Comte d'Urgell",41.38602,2.154537,,0,,0
2.139.692544,139,"Mallorca - Comte d'Urgell",41.386791,2.153119,,0,,0
2.140.691760,140,"Paral·lel - Ronda Sant Pau",41.375061,2.167171,,0,,0
2.146.674792,146,"Rosselló - Bruc",41.398075,2.163744,,0,,0
2.147.679037,147,"Diagonal - Bruc",41.398196,2.165846,,0,,0
2.148.677961,148,"Ronda Sant Pere - Girona",41.390249,2.175962,,0,,0
2.149.674375,149,"Gran Via - Llúria",41.39187,2.171675,,0,,0
2.151.691562,151,"Av de Cornellà - Montesa",41.369641,2.081109,,0,,0
2.152.675577,152,"Rambla dels Països Catalans - Ptge Formentera",41.491076,2.185283,,0,,0
2.154.692542,154,"Pg Valldaura - Pg Andreu Nin",41.43928,2.182503,,0,,0
2.156.675349,156,"Espronceda - Pl Islàndia",41.417606,2.188244,,0,,0
2.159.674557,159,"Caracas - Potosí",41.443577,2.202809,,0,,0
2.160.692083,160,"Badal - Canalejas",41.373489,2.131036,,0,,0
2.161.675281,161,"Badal - Casteràs",41.375049,2.130456,,0,,0
2.162.674952,162,"Sagrera - Múrcia",41.417652,2.191488,,0,,0
2.163.675730,163,"Rambla Marina - Travessia Industrial",41.352445,2.10849,,0,,0
2.164.676657,164,"Santa Rosalia - Besòs",41.42169,2.146679,,0,,0
2.165.674787,165,"València - Villarroel",41.386831,2.155608,,0,,0
2.166.692548,166,"Mallorca - Muntaner",41.389512,2.156721,,0,,0
2.167.688173,167,"Gran Via - Casanova",41.38425,2.160999,,0,,0
2.168.691340,168,"Diagonal - Francesc Macià",41.393118,2.146355,,0,,0
2.171.675630,171,"París - Casanova",41.391101,2.149974,,0,,0
2.172.694027,172,"Av. Pedralbes - Cavallers",41.393054,2.115241,,0,,0
